Nome,Clube,Sigla,Nome,Posicao,Ult,Media,Jogos,Lixo1,Lixo2,Lixo3,Preco,Valorizacao,
Lucas Lovat,Grêmio,GRE,Lucas Lovat,Lateral,0.00,0.00,-,Grêmio,x,Flamengo, 4.00,0.00,
Wiliam Barbio,América-MG,AME,Wiliam Barbio,Atacante,0.00,0.00,-,Chapecoense,x,América-MG, 4.00,0.00,
Tchê Tchê,Palmeiras,PAL,Tchê Tchê,Meia,-0.40,-0.40,1,Ponte Preta,x,Palmeiras, 3.38,1.62,
Hélder,América-MG,AME,Hélder,Lateral,0.00,0.00,-,Chapecoense,x,América-MG, 2.00,0.00,
João Vitor,Ponte Preta,PON,João Vitor,Meia,-1.80,-1.80,1,Ponte Preta,x,Palmeiras, 0.88,2.12,
Marquinho,Botafogo,BOT,Marquinho,Meia,0.00,0.00,-,Sport,x,Botafogo, 3.00,0.00,
Fernando Gabriel,Santa Cruz,STC,Fernando Gabriel,Meia,9.50,9.50,1,Fluminense,x,Santa Cruz, 9.19,6.19,
Anselmo,Internacional,INT,Anselmo,Meia,0.00,0.00,-,São Paulo,x,Internacional, 6.00,0.00,
Walter,Atlético-PR,ATL,Walter,Atacante,-0.70,-0.70,1,Atlético-PR,x,Atlético-MG, 13.46,5.54,
Auro,São Paulo,SAO,Auro,Lateral,5.30,5.30,1,São Paulo,x,Internacional, 6.10,3.10,
Álex Bolaños,Santa Cruz,STC,Álex Bolaños,Meia,0.00,0.00,-,Fluminense,x,Santa Cruz, 3.00,0.00,
Rivaldinho,Internacional,INT,Rivaldinho,Atacante,0.00,0.00,-,São Paulo,x,Internacional, 5.00,0.00,
Banguelê,São Paulo,SAO,Banguelê,Meia,-1.10,-1.10,1,São Paulo,x,Internacional, 0.74,1.26,
Magno Alves,Fluminense,FLU,Magno Alves,Atacante,0.00,0.00,-,Fluminense,x,Santa Cruz, 7.00,0.00,
Vinícius Silvestre,Palmeiras,PAL,Vinícius Silvestre,Goleiro,0.00,0.00,-,Ponte Preta,x,Palmeiras, 1.00,0.00,
Yuri,Santos,SAN,Yuri,Meia,0.00,0.00,-,Santos,x,Coritiba, 3.00,0.00,
Jonathan,Fluminense,FLU,Jonathan,Lateral,4.40,4.40,1,Fluminense,x,Santa Cruz, 9.12,1.12,
Jean,Palmeiras,PAL,Jean,Meia,2.20,2.20,1,Ponte Preta,x,Palmeiras, 9.71,1.29,
Leonan,Atlético-MG,ATL,Leonan,Meia,0.00,0.00,-,Atlético-PR,x,Atlético-MG, 2.00,0.00,
Filipinho,Atlético-MG,ATL,Filipinho,Atacante,0.00,0.00,-,Atlético-PR,x,Atlético-MG, 1.00,0.00,
Rodrigo Pimpão,Botafogo,BOT,Rodrigo Pimpão,Atacante,0.00,0.00,-,Sport,x,Botafogo, 6.00,0.00,
Thiago Galhardo,Ponte Preta,PON,Thiago Galhardo,Meia,0.00,0.00,-,Ponte Preta,x,Palmeiras, 6.00,0.00,
Matheus Nolasco,Santos,SAN,Matheus Nolasco,Atacante,3.20,3.20,1,Santos,x,Coritiba, 3.09,2.09,
Gregore,Santos,SAN,Gregore,Meia,0.00,0.00,-,Santos,x,Coritiba, 1.00,0.00,
Igor,Santos,SAN,Igor,Meia,0.00,0.00,-,Santos,x,Coritiba, 1.00,0.00,
Ortega,Santa Cruz,STC,Ortega,Lateral,0.00,0.00,-,Fluminense,x,Santa Cruz, 1.00,0.00,
Danilo,Santos,SAN,Danilo,Meia,0.00,0.00,-,Santos,x,Coritiba, 1.00,0.00,
Lucão,Santa Cruz,STC,Lucão,Zagueiro,0.00,0.00,-,Fluminense,x,Santa Cruz, 1.00,0.00,
Rafael Oller,Santos,SAN,Rafael Oller,Meia,0.00,0.00,-,Santos,x,Coritiba, 1.00,0.00,
Matheus,Santa Cruz,STC,Matheus,Meia,0.00,0.00,-,Fluminense,x,Santa Cruz, 1.00,0.00,
Cleber,Santa Cruz,STC,Cleber,Meia,0.00,0.00,-,Fluminense,x,Santa Cruz, 1.00,0.00,
Bruno Leonardo,Santos,SAN,Bruno Leonardo,Meia,0.00,0.00,-,Santos,x,Coritiba, 1.00,0.00,
Ailton,Santa Cruz,STC,Ailton,Atacante,0.00,0.00,-,Fluminense,x,Santa Cruz, 1.00,0.00,
Marcus Vinicius,Figueirense,FIG,Marcus Vinicius,Meia,0.00,0.00,-,Cruzeiro,x,Figueirense, 2.00,0.00,
Paulo Bento,Cruzeiro,CRU,Paulo Bento,Técnico,0.00,0.00,-,Cruzeiro,x,Figueirense, 2.25,0.00,
Roger,América-MG,AME,Roger,Zagueiro,0.00,0.00,-,Chapecoense,x,América-MG, 1.00,0.00,
Maktom,América-MG,AME,Maktom,Meia,0.00,0.00,-,Chapecoense,x,América-MG, 1.00,0.00,
Marcelo,Botafogo,BOT,Marcelo,Zagueiro,0.00,0.00,-,Sport,x,Botafogo, 1.00,0.00,
Messias,América-MG,AME,Messias,Zagueiro,0.00,0.00,-,Chapecoense,x,América-MG, 1.00,0.00,
Renato Bruno,América-MG,AME,Renato Bruno,Meia,0.00,0.00,-,Chapecoense,x,América-MG, 1.00,0.00,
Vitinho,América-MG,AME,Vitinho,Atacante,0.00,0.00,-,Chapecoense,x,América-MG, 1.00,0.00,
Givanildo Oliveira,América-MG,AME,Givanildo Oliveira,Técnico,3.10,3.10,1,Chapecoense,x,América-MG, 4.49,1.49,
Lucas Pratto,Atlético-MG,ATL,Lucas Pratto,Atacante,0.00,0.00,-,Atlético-PR,x,Atlético-MG, 28.00,0.00,
Marcos Rocha,Atlético-MG,ATL,Marcos Rocha,Lateral,0.00,0.00,-,Atlético-PR,x,Atlético-MG, 24.00,0.00,
Robinho,Atlético-MG,ATL,Robinho,Atacante,0.00,0.00,-,Atlético-PR,x,Atlético-MG, 26.00,0.00,
Victor,Atlético-MG,ATL,Victor,Goleiro,0.00,0.00,-,Atlético-PR,x,Atlético-MG, 20.00,0.00,
Leonardo Silva,Atlético-MG,ATL,Leonardo Silva,Zagueiro,0.00,0.00,-,Atlético-PR,x,Atlético-MG, 23.00,0.00,
Júnior Urso,Atlético-MG,ATL,Júnior Urso,Meia,0.00,0.00,-,Atlético-PR,x,Atlético-MG, 14.00,0.00,
Carlos Eduardo,Atlético-MG,ATL,Carlos Eduardo,Meia,2.30,2.30,1,Atlético-PR,x,Atlético-MG, 9.04,0.96,
Luan,Atlético-MG,ATL,Luan,Atacante,0.00,0.00,-,Atlético-PR,x,Atlético-MG, 12.00,0.00,
Carlos,Atlético-MG,ATL,Carlos,Atacante,0.00,0.00,-,Atlético-PR,x,Atlético-MG, 11.00,0.00,
Douglas Santos,Atlético-MG,ATL,Douglas Santos,Lateral,0.00,0.00,-,Atlético-PR,x,Atlético-MG, 16.00,0.00,
Clayton,Atlético-MG,ATL,Clayton,Atacante,1.00,1.00,1,Atlético-PR,x,Atlético-MG, 10.29,2.71,
Leandro Donizete,Atlético-MG,ATL,Leandro Donizete,Meia,0.00,0.00,-,Atlético-PR,x,Atlético-MG, 9.00,0.00,
Erazo,Atlético-MG,ATL,Erazo,Zagueiro,0.00,0.00,-,Atlético-PR,x,Atlético-MG, 8.00,0.00,
Cazares,Atlético-MG,ATL,Cazares,Meia,5.70,5.70,1,Atlético-PR,x,Atlético-MG, 9.34,2.34,
Patric,Atlético-MG,ATL,Patric,Lateral,0.00,0.00,-,Atlético-PR,x,Atlético-MG, 8.00,0.00,
Tiago,Atlético-MG,ATL,Tiago,Zagueiro,7.90,7.90,1,Atlético-PR,x,Atlético-MG, 9.49,4.49,
Dátolo,Atlético-MG,ATL,Dátolo,Meia,0.00,0.00,-,Atlético-PR,x,Atlético-MG, 5.00,0.00,
Carlos Cesar,Atlético-MG,ATL,Carlos Cesar,Lateral,7.00,7.00,1,Atlético-PR,x,Atlético-MG, 8.09,4.09,
Lucas Cândido,Atlético-MG,ATL,Lucas Cândido,Meia,3.60,3.60,1,Atlético-PR,x,Atlético-MG, 6.32,1.32,
Hyuri,Atlético-MG,ATL,Hyuri,Atacante,4.60,4.60,1,Atlético-PR,x,Atlético-MG, 7.06,2.06,
Pablo Diogo,Atlético-MG,ATL,Pablo Diogo,Atacante,1.80,1.80,1,Atlético-PR,x,Atlético-MG, 3.53,0.53,
Eduardo,Atlético-MG,ATL,Eduardo,Meia,4.70,4.70,1,Atlético-PR,x,Atlético-MG, 6.40,2.40,
Lauro,Atlético-MG,ATL,Lauro,Goleiro,0.00,0.00,-,Atlético-PR,x,Atlético-MG, 4.00,0.00,
Edcarlos,Atlético-MG,ATL,Edcarlos,Zagueiro,8.40,8.40,1,Atlético-PR,x,Atlético-MG, 8.38,5.38,
Giovanni,Atlético-MG,ATL,Giovanni,Goleiro,0.00,0.00,-,Atlético-PR,x,Atlético-MG, 2.00,0.00,
Uilson,Atlético-MG,ATL,Uilson,Goleiro,4.30,4.30,1,Atlético-PR,x,Atlético-MG, 5.37,2.37,
Rafael Carioca,Atlético-MG,ATL,Rafael Carioca,Meia,0.00,0.00,-,Atlético-PR,x,Atlético-MG, 12.00,0.00,
Mansur,Atlético-MG,ATL,Mansur,Lateral,0.00,0.00,-,Atlético-PR,x,Atlético-MG, 2.00,0.00,
Cleiton,Atlético-MG,ATL,Cleiton,Goleiro,0.00,0.00,-,Atlético-PR,x,Atlético-MG, 1.00,0.00,
Marinho,Vitória,VIT,Marinho,Atacante,0.00,0.00,-,Vitória,x,Corinthians, 15.00,0.00,
Yago,Atlético-MG,ATL,Yago,Meia,-0.50,-0.50,1,Atlético-PR,x,Atlético-MG, 1.10,0.90,
Gabriel,Atlético-MG,ATL,Gabriel,Zagueiro,13.70,13.70,1,Atlético-PR,x,Atlético-MG, 10.81,9.81,
Kieza,Vitória,VIT,Kieza,Atacante,8.10,8.10,1,Vitória,x,Corinthians, 15.52,2.52,
Amaral,Vitória,VIT,Amaral,Meia,3.00,3.00,1,Vitória,x,Corinthians, 8.09,0.09,
Diego Renan,Vitória,VIT,Diego Renan,Lateral,1.40,1.40,1,Vitória,x,Corinthians, 7.65,1.35,
Dagoberto,Vitória,VIT,Dagoberto,Atacante,0.00,0.00,-,Vitória,x,Corinthians, 10.00,0.00,
Luis Guilherme,Atlético-MG,ATL,Luis Guilherme,Atacante,0.00,0.00,-,Atlético-PR,x,Atlético-MG, 1.00,0.00,
Thalis,Atlético-MG,ATL,Thalis,Meia,0.00,0.00,-,Atlético-PR,x,Atlético-MG, 1.00,0.00,
Leandro Domingues,Vitória,VIT,Leandro Domingues,Meia,-0.80,-0.80,1,Vitória,x,Corinthians, 4.56,2.44,
Diego Aguirre,Atlético-MG,ATL,Diego Aguirre,Técnico,5.86,5.86,1,Atlético-PR,x,Atlético-MG, 14.61,0.61,
Victor Ramos,Vitória,VIT,Victor Ramos,Zagueiro,2.60,2.60,1,Vitória,x,Corinthians, 6.32,0.32,
Fernando Miguel,Vitória,VIT,Fernando Miguel,Goleiro,-8.00,-8.00,1,Vitória,x,Corinthians, 0.74,6.26,
Otávio,Atlético-PR,ATL,Otávio,Meia,1.70,1.70,1,Atlético-PR,x,Atlético-MG, 19.63,5.37,
